"Pollutant","Modifier","Outcome","Exposure_Type","Exposure_Scale","n","N_Healthy","N_Risk","Mean_LE8_Healthy","Mean_LE8_Risk","Weight_Variables","status","error","Beta_Interaction","SE_Interaction","Interaction_Low","Interaction_High","P_Interaction","Toxicant_Beta_Healthy","Toxicant_Beta_Healthy_Low","Toxicant_Beta_Healthy_High","Toxicant_P_Healthy","Toxicant_Beta_Risk","Toxicant_Beta_Risk_Low","Toxicant_Beta_Risk_High","Toxicant_P_Risk","P_FDR_BH_within_modifier","P_FDR_BH_all_tests","Nominal_P_lt_0_05","FDR05_within_modifier","FDR10_within_modifier","FDR05_all_tests"
"MCOCH_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",1039,511,528,73.2625104836455,67.9802489177489,"WTSB2YR","ok",,1.22559597279039,1.97240419779101,-2.6402452178356,5.09143716341637,0.534355146772696,-2.08922009812208,-4.80610405991876,0.627663863674609,0.131768017132086,-0.863624125331691,-3.34268329582682,1.61543504516344,0.494740729611773,0.82095333647746,0.894746894812513,FALSE,FALSE,FALSE,FALSE
"Chloroform_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3280,1675,1605,72.9936034115139,68.4517133956386,"WTSVOC2Y","ok",,0.837430323158688,1.30578230355584,-2.03657714927799,3.71143779559537,0.534446131800763,0.565997587808337,-1.27426771966077,2.40626289527744,0.512427359067119,1.40342791096702,-0.602590711041556,3.40944653297561,0.151859474329539,0.82095333647746,0.894746894812513,FALSE,FALSE,FALSE,FALSE
"CEMA_CYM_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2227,1141,1086,73.2189808438713,68.4069981583794,"WTSA2YR","ok",,-0.415559933447992,0.699167496266917,-1.9544172171499,1.12329735025392,0.564293181833226,-3.00317635212458,-4.30729189080417,-1.69906081344499,0.000361417466844597,-3.41873628557257,-4.29478178288822,-2.54269078825693,3.30273056107966e-06,0.848310231365941,0.906519505047447,FALSE,FALSE,FALSE,FALSE
"Sb_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2266,1159,1107,73.2885492419574,68.3662408052652,"WTSA2YR","ok",,0.403518784124812,0.688137526166732,-1.11106169907034,1.91809926731996,0.569449324461313,0.310683669886758,-0.816405937248702,1.43777327702222,0.556361773899776,0.714202454011569,-0.338005642010924,1.76641055003406,0.163308609101346,0.848310231365941,0.910906038045822,FALSE,FALSE,FALSE,FALSE
"o_ANS_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",1056,564,492,74.8429584599797,69.7822299651568,"WTSA2YR","ok",,-0.735761603302491,1.31797181325299,-3.31893888991729,1.84741568331231,0.576671693918465,0.67763011844563,-0.937158807734592,2.29241904462585,0.410804106234937,-0.0581314848568613,-1.91809351131914,1.80183054160542,0.951154568525512,0.848310231365941,0.914085982913312,FALSE,FALSE,FALSE,FALSE
"TBPPP_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",934,454,480,73.1120201384519,67.7619047619048,"WTSSBI2Y","ok",,1.20754360619184,2.268154005982,-3.23795655692313,5.65304376930682,0.594455575439519,1.06146879742469,-1.87509879487966,3.99803638972904,0.478659657032027,2.26901240361653,-1.20059369915771,5.73861850639078,0.19992884506681,0.848310231365941,0.914291111896112,FALSE,FALSE,FALSE,FALSE
"X5OHIMI_binary_U","Diet","LE8_no_diet","Binary","Binary 0/1",877,426,451,72.9694835680751,67.7747861894203,"WTSSBI2Y","ok",,1.56942964717857,3.00001008793133,-4.31048207842368,7.44934137278082,0.600875817893792,-1.01736784310504,-5.74779420534096,3.71305851913088,0.673370006590835,0.552061804073524,-3.48114896636887,4.58527257451592,0.788485428074075,0.848310231365941,0.914291111896112,FALSE,FALSE,FALSE,FALSE
"Mo_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2265,1159,1106,73.2885492419574,68.3376388530096,"WTSA2YR","ok",,0.343730531583535,0.639177594233576,-1.06308986798764,1.75055093115471,0.601446197620808,0.951318869739518,-0.175340708487894,2.07797844796693,0.0900490218231959,1.29504940132305,0.246906529742686,2.34319227290342,0.0199506358047657,0.848310231365941,0.914291111896112,FALSE,FALSE,FALSE,FALSE
"Furan_binary_S","Diet","LE8_no_diet","Binary","Binary 0/1",3375,1727,1648,73.0341632889404,68.4240638002774,"WTSVOC2Y","ok",,0.956347329394471,1.78563983270942,-2.97381944366747,4.88651410245641,0.602911082086265,-10.0296605265243,-13.3739358455249,-6.68538520752364,3.85925012102925e-05,-9.07331319712981,-11.4391061560285,-6.70752023823113,3.90667148929491e-06,0.848310231365941,0.914291111896112,FALSE,FALSE,FALSE,FALSE
"X24_DCP_ln_U","Diet","LE8_no_diet","Continuous","Continuous, per 1 SD",2212,1118,1094,72.94531050345,68.9240010446592,"WTSB2YR","ok",,-0.364020814226098,0.680618168632211,-1.86205130307434,1.13400967462215,0.603404638770951,0.564587228933982,-0.507095033602846,1.63626949147081,0.270790614554337,0.200566414707884,-0.938991318192592,1.34012414760836,0.705864089739371,0.848310231365941,0.914291111896112,FALSE,FALSE,FALSE,FALSE
