method,effect_scale,estimate,conf_low,conf_high,std_error_link_scale,reference_df,p_value,covariates_used,covariates_dropped_no_variation,exposure,module_rds,outcome,transform,n,events,non_events,n_strata,n_psu,cycles,weight_variables,status,error,p_fdr_bh
same_sample_unweighted,beta,-2.599104913933625,-3.1229719723091276,-2.075237855558122,0.26714973126386227,2409,5.7204786672439285e-22,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MB3_Cys_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,7.211090324574064e-21
same_sample_unweighted,beta,-3.020669241117193,-3.6296658858045214,-2.411672596429865,0.3105638360133655,2435,5.807589523146898e-22,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X2_NP_ln_U,PAH_urine.rds,LE8,natural_log_transformed,2453,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,7.211090324574064e-21
same_sample_unweighted,beta,-4.976961996211792,-6.053999029556686,-3.8999249628668986,0.5492492934630759,2468,2.5535904160489507e-19,age+sex+eth+marital+PIR_level+edu+alcohol.user,,GAM_Cys_binary_U,VOC_urine.rds,LE8,binary_above_detection_threshold,2486,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,2.926807476856105e-18
same_sample_unweighted,beta,-2.830874111888297,-3.4565711027578256,-2.2051771210187683,0.31908086163235827,2443,1.3581405235159176e-18,age+sex+eth+marital+PIR_level+edu+alcohol.user,,CMAC_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2461,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.4454495571705122e-17
same_sample_unweighted,beta,-4.3332366835665574,-5.322904846828117,-3.3435685203049976,0.5047701957134324,3557,1.3421983740874163e-17,age+sex+eth+marital+PIR_level+edu+alcohol.user,,o_Xylene_binary_S,VOC_serum.rds,LE8,binary_above_detection_threshold,3575,,,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,1.3332503849268335e-16
same_sample_unweighted,beta,-2.037441024710557,-2.5086986368927953,-1.5661834125283187,0.240324201216434,2471,3.8843223359893915e-17,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X3_FL_ln_U,PAH_urine.rds,LE8,natural_log_transformed,2489,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,3.617275175390121e-16
same_sample_unweighted,beta,2.0653654197854654,1.5851556960484618,2.545575143522469,0.24492870362767025,3672,4.7979158558942144e-17,age+sex+eth+marital+PIR_level+edu+alcohol.user,,THg_ln_S,HM_serum.rds,LE8,natural_log_transformed,3690,,,30,4,2013-2014|2015-2016,WTSH2YR,ok,,4.2052321325190474e-16
same_sample_unweighted,beta,-2.499770299768767,-3.082700209605508,-1.9168403899320259,0.29727115082699807,2440,6.930054014831772e-17,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PMM_Cys_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2458,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,5.736544712277412e-16
same_sample_unweighted,beta,-2.9626810984921983,-3.662089140942145,-2.2632730560422516,0.3566713919419454,2454,1.6090583423963179e-16,age+sex+eth+marital+PIR_level+edu+alcohol.user,,CEMA_CEM_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2472,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.2618404895634281e-15
same_sample_unweighted,beta,3.320440849785953,2.534278641372942,4.1066030581989645,0.4009154070304502,2488,1.9506702027358352e-16,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DMA_ln_U,HM_urine.rds,LE8,natural_log_transformed,2506,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.4532493010381972e-15
same_sample_unweighted,beta,3.9686301723224715,3.019749978866003,4.9175103657789405,0.4838955456729659,2484,3.7653310676718984e-16,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Tl_ln_U,HM_urine.rds,LE8,natural_log_transformed,2502,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,2.671592043252918e-15
same_sample_unweighted,beta,-2.7524355466126087,-3.416501456796316,-2.0883696364289013,0.3384639644960931,1167,1.069342882749476e-15,age+sex+eth+marital+PIR_level+edu+alcohol.user,,IPM3_Cys_ln_U,VOC_urine.rds,LE8,natural_log_transformed,1185,,,15,2,2015-2016,WTSA2YR,ok,,7.242367705894178e-15
same_sample_unweighted,beta,-4.4306726124715015,-5.522854843799099,-3.338490381143904,0.5569662107670449,2410,2.7292088944777857e-15,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PHE_Cys_binary_U,VOC_urine.rds,LE8,binary_above_detection_threshold,2428,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.7680527185964785e-14
same_sample_unweighted,beta,2.151856267399769,1.6053698963485683,2.6983426384509697,0.2786887856102695,2483,1.6563568614616377e-14,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Total_As_ln_U,HM_urine.rds,LE8,natural_log_transformed,2501,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.0283215514907666e-13
same_sample_unweighted,beta,1.3188204652005948,0.9768415968756763,1.6607993335255133,0.17439455547028518,2409,5.59666689089749e-14,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MeP_ln_U,PCCP_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,3.335613466974904e-13
same_sample_unweighted,beta,-2.2438285873947272,-2.8313271692602426,-1.6563300055292118,0.29959737203081205,2382,9.682509802559043e-14,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X3_HPMA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2400,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,5.548822925312683e-13
same_sample_unweighted,beta,-7.252174834229691,-9.211221628361109,-5.293128040098273,0.9985726570153188,1261,6.63027012265078e-13,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MeA_a_C_binary_U,AA_urine.rds,LE8,binary_above_detection_threshold,1279,,,15,2,2013-2014,WTSA2YR,ok,,3.658926845462838e-12
same_sample_unweighted,beta,3.1435089405224046,2.277877226152254,4.009140654892555,0.4414406153362492,2471,1.398754335046908e-12,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Nitrate_ln_U,PERNT_urine.rds,LE8,natural_log_transformed,2489,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,7.44337128292819e-12
same_sample_unweighted,beta,4.2089508515743805,3.0437174592110736,5.3741842439376875,0.5942280723344775,2484,1.828559755469128e-12,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Cs_ln_U,HM_urine.rds,LE8,natural_log_transformed,2502,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,9.395013916031037e-12
same_sample_unweighted,beta,0.9391942916891016,0.6749517029494437,1.2034368804287596,0.13475238696850264,2409,4.082315067681507e-12,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BP3_ln_U,PCCP_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,2.0275498169484822e-11
same_sample_unweighted,beta,-5.212778387235273,-6.719079161961278,-3.7064776125092687,0.767796677695921,1260,1.7314095600226543e-11,age+sex+eth+marital+PIR_level+edu+alcohol.user,,A_a_C_binary_U,AA_urine.rds,LE8,binary_above_detection_threshold,1278,,,15,2,2013-2014,WTSA2YR,ok,,8.321936272366951e-11
same_sample_unweighted,beta,-1.6391403689714674,-2.123071269709015,-1.1552094682339196,0.24678682196164833,2465,3.7960737177668705e-11,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Thiocyanate_ln_U,PERNT_urine.rds,LE8,natural_log_transformed,2483,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.767546824835199e-10
same_sample_unweighted,beta,2.137996225932344,1.494634493114313,2.7813579587503754,0.32808998032952286,2455,8.703212040936409e-11,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X24D_ln_U,pesticides_urine.rds,LE8,natural_log_transformed,2473,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,3.929632103331894e-10
same_sample_unweighted,beta,-4.370917759163398,-5.6955321259661345,-3.046303392360662,0.6751351381559532,1167,1.40140985716462e-10,age+sex+eth+marital+PIR_level+edu+alcohol.user,,IPM1_Cys_ln_U,VOC_urine.rds,LE8,natural_log_transformed,1185,,,15,2,2015-2016,WTSA2YR,ok,,6.141472609339071e-10
same_sample_unweighted,beta,0.8818323536266257,0.6119049417732565,1.151759765479995,0.1376514029360651,2409,1.7874289849948826e-10,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PrP_ln_U,PCCP_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,7.609340536121071e-10
same_sample_unweighted,beta,-3.4310558950362675,-4.524975627614221,-2.3371361624583145,0.5578568384588461,2450,8.997137592496488e-10,age+sex+eth+marital+PIR_level+edu+alcohol.user,,HEMA_binary_U,VOC_urine.rds,LE8,binary_above_detection_threshold,2468,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,3.7238152813388246e-9
same_sample_unweighted,beta,-1.496714486957675,-1.9772283732875189,-1.016200600627831,0.24491737314251724,1200,1.33540493452069e-9,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X1_AN_ln_U,AA_urine.rds,LE8,natural_log_transformed,1218,,,15,2,2013-2014,WTSA2YR,ok,,5.377711763340076e-9
same_sample_unweighted,beta,3.5382035961521594,2.392114685812997,4.684292506491322,0.5844485562257128,2348,1.6411144542809588e-9,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PFUnDA_binary_S,PFC_serum.rds,LE8,binary_above_detection_threshold,2366,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,6.434896149680602e-9
same_sample_unweighted,beta,-1.1260900906943503,-1.5087572132529337,-0.7434229681357668,0.1951432877892435,2396,8.920067405045876e-9,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X1_NP_ln_U,PAH_urine.rds,LE8,natural_log_transformed,2414,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,3.4079231880816295e-8
same_sample_unweighted,beta,1.943187363201981,1.263145179720507,2.6232295466834548,0.34679665195532566,2470,2.3370265283849997e-8,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Perchlorate_ln_U,PERNT_urine.rds,LE8,natural_log_transformed,2488,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,8.705423818234124e-8
same_sample_unweighted,beta,1.824130742980899,1.1549492784197297,2.4933122075420684,0.34125384592541497,2409,9.871368496709695e-8,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PNP_ln_U,pesticides_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,3.5873997707554747e-7
same_sample_unweighted,beta,-1.4189153875512555,-1.9508966091377211,-0.8869341659647898,0.27128760648732425,2409,1.838164931082973e-7,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MBzP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2427,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,6.521108922175309e-7
same_sample_unweighted,beta,-1.890573881600337,-2.616726283668042,-1.1644214795326322,0.3703116176324975,2476,3.552684441387488e-7,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X23_OH_PH_ln_U,PAH_urine.rds,LE8,natural_log_transformed,2494,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.2310464692249667e-6
same_sample_unweighted,beta,4.620496485305898,2.7966345944435873,6.444358376168209,0.9294072529597371,978,7.844435679758882e-7,age+sex+eth+marital+PIR_level+edu+alcohol.user,,NDMA_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,996,,,15,2,2015-2016,WTSSBI2Y,ok,,2.656411173372894e-6
same_sample_unweighted,beta,1.7785590467812948,1.0510860778261184,2.506032015736471,0.370981700695317,2431,1.7318829000352748e-6,age+sex+eth+marital+PIR_level+edu+alcohol.user,,TCPY_ln_U,pesticides_urine.rds,LE8,natural_log_transformed,2449,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,5.734456713450132e-6
same_sample_unweighted,beta,1.8326512014738048,1.0478573878021484,2.617445015145461,0.4002172595932007,2484,4.899127837760823e-6,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Pb_ln_U,HM_urine.rds,LE8,natural_log_transformed,2502,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.5868914083181798e-5
same_sample_unweighted,beta,1.5974307938490815,0.9057683515576055,2.2890932361405576,0.35272353374239185,2484,6.210745863086992e-6,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Sr_ln_U,HM_urine.rds,LE8,natural_log_transformed,2502,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.968938582127578e-5
same_sample_unweighted,beta,1.368682518685586,0.7632193922909735,1.9741456450801986,0.3087633822208403,2459,9.710524398804186e-6,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BMA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2477,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,2.983820591380258e-5
same_sample_unweighted,beta,2.517560213374704,1.4033333499896146,3.6317870767597937,0.568208148391883,2411,9.812564360914943e-6,age+sex+eth+marital+PIR_level+edu+alcohol.user,,EtP_binary_U,PCCP_urine.rds,LE8,binary_above_detection_threshold,2429,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,2.983820591380258e-5
same_sample_unweighted,beta,-1.130095627629342,-1.632996951315842,-0.6271943039428419,0.25646082973255524,2461,1.0955406299976357e-5,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X34_MHA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2479,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,3.264711077392955e-5
same_sample_unweighted,beta,1.4333771632747734,0.7614460897772164,2.1053082367723306,0.34265155368498057,2348,2.980060455093076e-5,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PFDA_ln_S,PFC_serum.rds,LE8,natural_log_transformed,2366,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,8.706451133507222e-5
same_sample_unweighted,beta,1.216456767036746,0.6411724532684486,1.7917410808050436,0.2932008876779634,1121,3.593562701427736e-5,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DMTP_ln_U,pesticides_urine.rds,LE8,natural_log_transformed,1139,,,15,2,2015-2016,WTSB2YR,ok,,1.0274070657895295e-4
same_sample_unweighted,beta,-1.737235370034287,-2.560884687092015,-0.9135860529765593,0.4200266984482259,2419,3.6545352004594e-5,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2437,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.0274070657895295e-4
same_sample_unweighted,beta,-3.3636684930518808,-4.976429871560734,-1.7509071145430277,0.8219857751795746,1149,4.5729289355998325e-5,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X26_DMA_binary_U,AA_urine.rds,LE8,binary_above_detection_threshold,1167,,,15,2,2013-2014,WTSA2YR,ok,,1.2617896507488425e-4
same_sample_unweighted,beta,-2.2403936511779707,-3.320752795730126,-1.1600345066258158,0.5509394465537968,2432,4.9242638196285715e-5,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PMA_binary_U,VOC_urine.rds,LE8,binary_above_detection_threshold,2450,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,1.3340278347721038e-4
same_sample_unweighted,beta,-1.3908884329165134,-2.0928454024419767,-0.6889314633910502,0.3579671222997834,2398,1.0487769183994873e-4,age+sex+eth+marital+PIR_level+edu+alcohol.user,,CEMA_AAM_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2416,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,2.790495729312921e-4
same_sample_unweighted,beta,1.3873099319774624,0.6861323663328442,2.0884874976220806,0.3575624567627932,2306,1.0742446465774302e-4,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MHBP_ln_U,Phthalates_urine.rds,LE8,natural_log_transformed,2324,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSSBH2Y,ok,,2.8081131989480195e-4
same_sample_unweighted,beta,2.15657355368689,1.063962210971061,3.249184896402719,0.5571940341939317,2490,1.1144136920675046e-4,age+sex+eth+marital+PIR_level+edu+alcohol.user,,MMA_binary_U,HM_urine.rds,LE8,binary_above_detection_threshold,2508,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,2.862890346863072e-4
same_sample_unweighted,beta,2.1527896925609706,1.0486237839855976,3.256955601136344,0.5630864635628561,2490,1.3496406518432726e-4,age+sex+eth+marital+PIR_level+edu+alcohol.user,,As_III_binary_U,HM_urine.rds,LE8,binary_above_detection_threshold,2508,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,3.4084145275364e-4
same_sample_unweighted,beta,1.6132736746410472,0.7730918421917801,2.4534555070903146,0.42846311816833876,2483,1.702394003242454e-4,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Mo_ln_U,HM_urine.rds,LE8,natural_log_transformed,2501,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,4.2276117747187613e-4
same_sample_unweighted,beta,-1.2498646479464788,-1.9214297524515438,-0.5782995434414138,0.342302457712926,1223,2.7188787560068983e-4,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X4_ABP_ln_U,AA_urine.rds,LE8,natural_log_transformed,1241,,,15,2,2013-2014,WTSA2YR,ok,,6.571619740752297e-4
same_sample_unweighted,beta,-1.6986953686541169,-2.6129470774888643,-0.7844436598193696,0.46630444126337406,3549,2.734499489440553e-4,age+sex+eth+marital+PIR_level+edu+alcohol.user,,m_p_Xylene_binary_S,VOC_serum.rds,LE8,binary_above_detection_threshold,3567,,,30,4,2013-2014|2015-2016,WTSVOC2Y,ok,,6.571619740752297e-4
same_sample_unweighted,beta,1.591391335879884,0.7286178156920717,2.4541648560676963,0.43972464691056873,1124,3.0882267138724733e-4,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DEP_ln_U,pesticides_urine.rds,LE8,natural_log_transformed,1142,,,15,2,2015-2016,WTSB2YR,ok,,7.303901275666643e-4
same_sample_unweighted,beta,-1.5135282274459798,-2.384018983310123,-0.6430374715818369,0.44391433124286406,2424,6.614539662097888e-4,age+sex+eth+marital+PIR_level+edu+alcohol.user,,PGA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2442,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.0015399475150821647
same_sample_unweighted,beta,-1.260489633583696,-2.013242605025326,-0.5077366621420663,0.3838769516405576,2476,0.0010392488908857042,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X1_PH_ln_U,PAH_urine.rds,LE8,natural_log_transformed,2494,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.0023822782267995373
same_sample_unweighted,beta,1.7802303074566743,0.6782329222888803,2.8822276926244683,0.5619808108923559,2492,0.0015546804613550628,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Hg_binary_U,HM_urine.rds,LE8,binary_above_detection_threshold,2510,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.0035098089203318846
same_sample_unweighted,beta,0.6742209250861582,0.2544695230723943,1.093972327099922,0.21405631719627055,2434,0.0016540083401021372,age+sex+eth+marital+PIR_level+edu+alcohol.user,,NPMA_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2452,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.0036783170548540067
same_sample_unweighted,beta,1.366624058542025,0.5005289904472694,2.2327191266367805,0.44167804162265206,2484,0.001995660887156402,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Co_ln_U,HM_urine.rds,LE8,natural_log_transformed,2502,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.004372845179210352
same_sample_unweighted,beta,1.1295431075559934,0.38315504466338224,1.8759311704486046,0.38040459355829154,1117,0.0030483173877150684,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DMP_ln_U,pesticides_urine.rds,LE8,natural_log_transformed,1135,,,15,2,2015-2016,WTSB2YR,ok,,0.00658259841694993
same_sample_unweighted,beta,2.3407163310021617,0.750660637782784,3.9307720242215396,0.8103887505515902,1117,0.00394695159209867,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DMDTP_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,1135,,,15,2,2015-2016,WTSB2YR,ok,,0.008401368388895741
same_sample_unweighted,beta,1.5996566586989227,0.5109630806532928,2.6883502367445526,0.5548481878173144,1088,0.004015921372653992,age+sex+eth+marital+PIR_level+edu+alcohol.user,,n_PFOA_ln_S,PFC_serum.rds,LE8,natural_log_transformed,1106,,,15,2,2015-2016,WTSB2YR,ok,,0.008427778655287954
same_sample_unweighted,beta,-0.7702029517208325,-1.3021408053299837,-0.23826509811168128,0.27126955454956536,2483,0.00455871012357246,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Sn_ln_U,HM_urine.rds,LE8,natural_log_transformed,2501,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.009433997339059676
same_sample_unweighted,beta,0.6637547442271899,0.19999563948804694,1.127513848966333,0.23649832877799423,2431,0.005046727091335275,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X3PBA_ln_U,pesticides_urine.rds,LE8,natural_log_transformed,2449,,,30,4,2013-2014|2015-2016,WTSB2YR|WTSC2YR,ok,,0.010300853926150082
same_sample_unweighted,beta,-0.82670865323733,-1.4076750350826295,-0.24574227139203053,0.2962724338639881,2484,0.005305042672774761,age+sex+eth+marital+PIR_level+edu+alcohol.user,,U_ln_U,HM_urine.rds,LE8,natural_log_transformed,2502,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.01068177511139783
same_sample_unweighted,beta,1.759815335827721,0.520759208521379,2.998871463134063,0.6318657456448608,2411,0.005392775587010577,age+sex+eth+marital+PIR_level+edu+alcohol.user,,BuP_binary_U,PCCP_urine.rds,LE8,binary_above_detection_threshold,2429,,,30,4,2013-2014|2015-2016,WTSB2YR,ok,,0.01071364749952768
same_sample_unweighted,beta,2.303411840912499,0.6423549129849371,3.9644687688400606,0.8465761043403738,1118,0.0066123614391310264,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DETP_binary_U,pesticides_urine.rds,LE8,binary_above_detection_threshold,1136,,,15,2,2015-2016,WTSB2YR,ok,,0.012963708610927934
same_sample_unweighted,beta,-1.5218758773243575,-2.67267522025657,-0.37107653439214516,0.5868499975572619,2343,0.009565251590029626,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DHB_Cys_ln_U,VOC_urine.rds,LE8,natural_log_transformed,2361,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.018509382946940448
same_sample_unweighted,beta,1.4213544589730085,0.342631258265949,2.500077659680068,0.5501115616158145,2490,0.009829555394846897,age+sex+eth+marital+PIR_level+edu+alcohol.user,,AsB_binary_U,HM_urine.rds,LE8,binary_above_detection_threshold,2508,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.018709138781904642
same_sample_unweighted,beta,-1.5490159101193797,-2.7260636721496248,-0.37196814808913437,0.6002532210053637,2486,0.009919610495103804,age+sex+eth+marital+PIR_level+edu+alcohol.user,,Mn_binary_U,HM_urine.rds,LE8,binary_above_detection_threshold,2504,,,30,4,2013-2014|2015-2016,WTSA2YR,ok,,0.018709138781904642
same_sample_unweighted,beta,-1.1108245361575246,-1.9827640788028236,-0.2388849935122257,0.444429180542164,1207,0.012570916137996402,age+sex+eth+marital+PIR_level+edu+alcohol.user,,X2_AN_ln_U,AA_urine.rds,LE8,natural_log_transformed,1225,,,15,2,2013-2014,WTSA2YR,ok,,0.0234133313070183
same_sample_unweighted,beta,-1.4647065251651676,-2.6397130684192094,-0.2896999819111261,0.599173876415922,2197,0.014581661546627713,age+sex+eth+marital+PIR_level+edu+alcohol.user,,DBUP_binary_U,BFR_urine.rds,LE8,binary_above_detection_threshold,2215,,,30,4,2013-2014|2015-2016,WTSSBI2Y|WTSSCH2Y,ok,,0.026823056425278137
